,id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_Harlem,neighbourhood_Morningside Heights,neighbourhood_Upper West Side
35972,24226842,195,30,2,0.22,0,1,0,0,0,0,1
35996,24244194,75,3,8,0.85,0,0,1,0,1,0,0
36002,24245265,49,1,23,2.35,152,0,1,0,1,0,0
36005,24246039,153,2,5,0.52,0,1,0,0,0,0,1
36015,24250052,95,1,40,4.03,0,0,1,0,0,0,1
36048,24275320,99,2,36,3.78,73,1,0,0,0,0,1
36063,24282374,118,3,10,1.15,106,1,0,0,1,0,0
36072,24285044,95,3,13,1.36,0,0,1,0,0,0,1
36098,24304881,100,1,13,3.15,20,1,0,0,1,0,0
36105,24308589,265,7,10,1.24,114,1,0,0,0,0,1
36108,24311168,200,30,0,0.0,32,1,0,0,0,0,1
36109,24311513,67,30,2,0.21,89,0,1,0,0,0,1
36110,24311642,67,30,0,0.0,48,0,1,0,0,0,1
36111,24311737,67,30,1,0.14,32,0,1,0,0,0,1
36113,24311935,200,30,1,0.12,124,1,0,0,0,0,1
36115,24312053,67,30,0,0.0,222,0,1,0,0,0,1
36116,24312241,67,30,0,0.0,330,0,1,0,0,0,1
36117,24312253,85,20,3,0.43,32,0,1,0,0,0,1
36119,24312323,67,30,1,0.64,280,0,1,0,0,0,1
36121,24312535,75,5,4,0.53,8,0,1,0,0,0,1
36123,24313068,200,30,0,0.0,281,1,0,0,0,0,1
36124,24313236,55,30,3,0.41,281,0,1,0,0,0,1
36125,24313356,65,30,1,0.11,365,0,1,0,0,0,1
36126,24313434,70,30,2,0.28,365,0,1,0,0,0,1
36127,24313500,65,30,0,0.0,365,0,1,0,0,0,1
36141,24327890,135,1,14,1.51,183,1,0,0,1,0,0
36149,24334634,95,7,0,0.0,0,1,0,0,0,1,0
36180,24358619,90,90,0,0.0,0,1,0,0,0,0,1
36185,24366001,300,2,46,4.83,160,1,0,0,1,0,0
36187,24366815,138,2,7,0.79,0,1,0,0,1,0,0
36191,24368320,350,4,7,1.05,0,1,0,0,1,0,0
36194,24370001,375,3,16,2.41,262,1,0,0,1,0,0
36206,24376945,110,2,13,1.36,236,1,0,0,1,0,0
36228,24392193,70,1,44,4.49,225,0,1,0,1,0,0
36231,24392740,60,1,18,1.91,89,0,1,0,1,0,0
36234,24393933,145,7,1,1.0,245,1,0,0,0,0,1
36242,24397824,100,14,15,2.05,47,0,1,0,0,1,0
36252,24409604,130,1,26,2.74,140,1,0,0,1,0,0
36267,24424607,90,4,9,0.98,307,0,1,0,0,0,1
36268,24424690,70,2,38,3.97,332,0,1,0,1,0,0
36270,24426350,130,6,2,0.22,0,1,0,0,1,0,0
36272,24427091,425,3,14,1.49,64,1,0,0,0,0,1
36278,24428965,165,3,25,2.73,61,1,0,0,1,0,0
36283,24431205,55,4,2,0.29,0,0,1,0,0,1,0
36294,24441912,175,5,26,2.79,179,1,0,0,1,0,0
36299,24448560,45,7,1,0.12,0,0,1,0,1,0,0
36301,24449820,150,30,2,0.24,338,1,0,0,0,0,1
36328,24473910,150,2,6,0.69,0,1,0,0,0,0,1
36346,24493582,125,30,0,0.0,365,1,0,0,0,0,1
36347,24493940,90,2,5,0.54,109,0,1,0,0,0,1
36357,24498872,85,28,1,0.18,246,1,0,0,0,0,1
36359,24499863,100,2,13,1.49,74,0,1,0,0,0,1
36366,24514134,110,10,0,0.0,0,1,0,0,0,1,0
36387,24525290,247,2,49,5.31,242,1,0,0,1,0,0
36396,24535821,100,31,0,0.0,120,1,0,0,0,0,1
36416,24541899,100,1,46,4.86,71,0,1,0,1,0,0
36425,24553891,75,3,6,0.87,21,0,1,0,1,0,0
36428,24555741,55,5,2,0.22,0,0,1,0,0,0,1
36439,24561311,65,30,0,0.0,365,0,0,1,1,0,0
36446,24569072,119,7,4,0.46,63,1,0,0,1,0,0
36452,24576230,100,3,3,0.38,0,1,0,0,1,0,0
36473,24594587,75,2,82,8.66,216,0,1,0,1,0,0
36478,24597492,99,30,1,0.64,179,0,1,0,0,0,1
36482,24601294,55,30,0,0.0,307,0,1,0,0,0,1
36487,24604281,80,2,34,3.64,177,0,1,0,1,0,0
36503,24611661,80,2,23,2.46,170,0,1,0,1,0,0
36507,24621401,139,1,6,0.96,203,1,0,0,0,0,1
36516,24624581,225,30,0,0.0,365,1,0,0,0,0,1
36520,24627128,112,1,54,5.89,145,0,1,0,0,0,1
36525,24630495,180,1,3,1.43,17,1,0,0,0,0,1
36562,24655093,300,30,2,0.34,41,1,0,0,1,0,0
36572,24656865,140,2,17,1.92,27,1,0,0,1,0,0
36576,24659877,80,2,10,1.52,100,0,1,0,0,0,1
36580,24669955,188,2,22,2.55,0,1,0,0,0,0,1
36581,24670553,125,30,0,0.0,278,1,0,0,0,0,1
36642,24716751,55,1,35,3.82,179,0,1,0,1,0,0
36651,24725794,85,2,46,5.05,92,1,0,0,1,0,0
36660,24729293,99,9,3,0.32,57,1,0,0,0,1,0
36664,24731508,150,1,59,6.68,0,1,0,0,0,0,1
36665,24731641,52,28,2,0.32,364,0,1,0,1,0,0
36670,24733038,120,1,4,0.51,0,1,0,0,1,0,0
36671,24733112,400,2,33,3.6,235,1,0,0,0,0,1
36675,24734792,120,10,1,0.79,0,0,1,0,1,0,0
36687,24744115,70,1,29,3.27,214,0,1,0,1,0,0
36713,24757539,90,3,6,0.91,25,1,0,0,1,0,0
36714,24757612,122,3,12,1.77,0,1,0,0,1,0,0
36721,24759050,67,12,1,0.12,0,0,1,0,0,0,1
36730,24772454,145,31,0,0.0,179,1,0,0,0,0,1
36744,24780232,350,3,0,0.0,0,1,0,0,0,1,0
36768,24803604,75,3,12,1.46,0,0,1,0,1,0,0
36770,24804386,150,4,6,2.34,8,1,0,0,0,0,1
36780,24807368,180,2,6,0.94,57,1,0,0,0,0,1
36785,24808062,344,1,9,1.33,27,1,0,0,1,0,0
36807,24824820,160,2,15,1.79,3,1,0,0,0,0,1
36829,24831269,480,5,2,0.42,179,1,0,0,1,0,0
36834,24833043,65,1,24,2.73,167,0,1,0,1,0,0
36841,24834823,100,3,1,0.13,0,1,0,0,0,0,1
36846,24840666,71,1,23,2.74,260,0,1,0,1,0,0
36854,24849193,125,7,3,0.36,14,0,1,0,0,1,0
36864,24853574,150,1,6,0.68,179,1,0,0,0,0,1
36875,24857436,50,5,4,0.44,0,0,1,0,0,0,1
36879,24863288,70,2,2,0.24,0,1,0,0,1,0,0
36892,24871779,110,4,3,0.36,2,1,0,0,0,0,1
36901,24873980,75,1,11,1.24,179,0,1,0,1,0,0
36903,24874559,91,3,2,0.37,262,0,1,0,0,0,1
36908,24885241,300,30,0,0.0,365,1,0,0,0,0,1
36917,24889615,120,2,8,1.49,21,1,0,0,0,0,1
36921,24892670,50,5,1,0.11,0,0,1,0,1,0,0
36924,24894058,45,1,14,1.57,0,0,1,0,1,0,0
36925,24894476,70,4,3,1.29,0,0,1,0,1,0,0
36951,24915372,250,3,0,0.0,0,1,0,0,1,0,0
36959,24917341,48,2,25,2.93,89,0,1,0,0,1,0
36966,24919299,100,1,4,0.48,0,1,0,0,0,0,1
36986,24936998,160,5,3,0.35,0,1,0,0,1,0,0
36994,24940447,75,1,37,4.25,10,0,1,0,1,0,0
37005,24943788,225,60,0,0.0,358,1,0,0,1,0,0
37012,24945511,105,2,28,3.26,156,1,0,0,1,0,0
37015,24946451,159,20,0,0.0,58,1,0,0,0,0,1
37020,24948017,400,2,3,0.41,170,1,0,0,1,0,0
37031,24965163,59,30,0,0.0,91,0,1,0,0,0,1
37032,24965167,59,30,0,0.0,95,0,1,0,0,0,1
37033,24965176,59,30,1,0.18,85,0,1,0,0,0,1
37036,24965870,65,30,2,0.35,365,0,1,0,0,0,1
37039,24966304,160,4,35,4.01,123,1,0,0,1,0,0
37047,24969653,85,2,37,4.22,154,1,0,0,1,0,0
37049,24969856,30,2,6,0.69,0,0,1,0,1,0,0
37058,24976971,180,30,0,0.0,365,1,0,0,0,0,1
37069,24988189,225,1,16,2.02,40,1,0,0,0,0,1
37107,25015352,120,2,3,0.38,8,1,0,0,1,0,0
37109,25015511,99,7,10,3.95,0,0,1,0,1,0,0
37111,25018204,2500,3,8,1.61,286,1,0,0,1,0,0
37114,25024676,99,20,4,0.53,161,0,1,0,0,0,1
37118,25027222,117,30,0,0.0,339,1,0,0,0,0,1
37126,25031087,75,1,8,1.1,158,0,1,0,1,0,0
37149,25049092,69,7,6,0.99,89,0,1,0,1,0,0
37157,25054951,225,59,0,0.0,173,1,0,0,0,0,1
37161,25056684,110,7,0,0.0,0,1,0,0,1,0,0
37163,25057198,360,6,0,0.0,0,1,0,0,0,0,1
37166,25069823,100,7,1,0.11,0,0,1,0,1,0,0
37174,25073155,80,1,16,2.01,365,0,1,0,1,0,0
37192,25084002,90,1,33,4.01,52,0,0,1,1,0,0
37198,25085980,95,1,2,0.24,89,0,0,1,1,0,0
37203,25095843,500,5,5,0.59,30,1,0,0,0,0,1
37212,25101192,100,2,23,3.4,133,0,1,0,1,0,0
37215,25103135,43,1,5,0.93,77,0,1,0,1,0,0
37216,25104274,65,30,0,0.0,87,0,1,0,0,1,0
37218,25104697,95,1,5,0.97,0,0,1,0,0,0,1
37233,25112819,150,2,30,3.59,151,1,0,0,1,0,0
37237,25117612,50,5,0,0.0,62,0,1,0,0,1,0
37247,25129037,180,3,42,4.92,36,1,0,0,1,0,0
37249,25129958,130,15,2,0.24,29,1,0,0,1,0,0
37252,25132598,120,4,2,0.25,0,0,1,0,0,0,1
37261,25135765,225,2,7,0.84,0,1,0,0,1,0,0
37262,25135772,225,3,15,1.97,229,1,0,0,0,0,1
37279,25142331,294,4,21,2.46,331,1,0,0,0,0,1
37303,25166183,60,1,23,2.88,57,0,1,0,1,0,0
37308,25168678,86,2,1,0.13,0,0,1,0,0,0,1
37323,25186931,120,1,2,0.26,176,0,1,0,1,0,0
37325,25187314,100,2,8,0.96,0,1,0,0,1,0,0
37361,25209144,90,3,2,0.27,0,0,1,0,1,0,0
37372,25216727,150,3,4,0.49,2,1,0,0,0,0,1
37377,25222993,150,5,1,0.14,0,1,0,0,1,0,0
37383,25226627,290,1,16,2.1,86,1,0,0,1,0,0
37397,25231230,46,3,7,0.84,0,0,1,0,0,0,1
37415,25251220,113,30,0,0.0,246,1,0,0,0,0,1
37418,25253967,325,30,0,0.0,365,1,0,0,0,0,1
37423,25257884,120,89,0,0.0,365,1,0,0,0,1,0
37467,25286009,89,30,3,0.52,264,1,0,0,0,0,1
37479,25290477,80,5,1,0.94,82,0,1,0,1,0,0
37482,25290889,59,4,10,1.55,0,0,1,0,1,0,0
37485,25291991,100,2,1,0.48,87,0,1,0,1,0,0
37489,25293702,70,3,12,1.43,89,0,1,0,1,0,0
37493,25294338,325,30,1,0.38,365,1,0,0,0,0,1
37501,25299137,35,1,38,4.62,271,0,1,0,0,0,1
37503,25307125,350,30,0,0.0,365,1,0,0,0,0,1
37510,25311463,79,3,12,1.71,69,0,1,0,0,0,1
37515,25314610,200,5,23,3.0,35,0,1,0,1,0,0
37522,25317547,47,1,14,2.23,153,0,1,0,1,0,0
37541,25327347,55,2,0,0.0,0,0,0,1,1,0,0
37546,25335433,220,1,1,0.12,89,0,0,1,0,0,1
37555,25342802,40,60,0,0.0,83,0,1,0,1,0,0
37561,25344841,160,2,3,0.48,33,1,0,0,1,0,0
37602,25374046,150,2,9,1.17,12,1,0,0,0,0,1
37616,25380780,150,2,8,1.18,89,0,1,0,1,0,0
37627,25397054,100,2,2,0.24,365,0,1,0,1,0,0
37639,25405312,248,30,0,0.0,255,1,0,0,0,0,1
37662,25427590,450,30,2,1.25,348,1,0,0,0,0,1
37676,25444327,125,30,2,0.34,158,1,0,0,0,0,1
37677,25444493,250,4,30,3.69,75,1,0,0,0,0,1
37693,25451077,210,30,0,0.0,365,1,0,0,0,0,1
37702,25455908,79,3,10,1.24,8,0,1,0,0,0,1
37731,25477608,123,3,37,4.49,188,0,1,0,0,0,1
37734,25480524,120,3,29,3.51,196,0,1,0,0,0,1
37738,25482581,140,1,25,3.02,178,0,1,0,0,0,1
37739,25483095,114,1,1,0.13,0,0,1,0,0,0,1
37748,25487254,195,6,5,0.96,251,1,0,0,0,0,1
37758,25492031,132,30,1,0.33,238,1,0,0,0,0,1
37760,25492295,180,1,14,4.04,13,1,0,0,1,0,0
37763,25493355,149,1,33,4.23,217,1,0,0,0,0,1
37785,25510480,85,2,3,0.39,0,0,1,0,1,0,0
37786,25510738,150,1,7,0.91,14,0,1,0,0,0,1
37794,25515856,155,7,0,0.0,0,1,0,0,0,0,1
37800,25517951,149,3,22,2.75,174,1,0,0,0,0,1
37807,25519328,235,21,5,0.8,358,1,0,0,1,0,0
37819,25535697,163,3,0,0.0,0,1,0,0,1,0,0
37848,25565086,290,30,0,0.0,365,1,0,0,0,0,1
37868,25590224,100,3,1,0.22,317,0,1,0,1,0,0
37874,25606022,150,30,0,0.0,364,1,0,0,0,0,1
37875,25606562,225,2,0,0.0,0,1,0,0,0,0,1
37880,25614818,250,3,0,0.0,0,1,0,0,0,1,0
37899,25635216,68,2,16,2.06,0,0,1,0,0,0,1
37917,25674277,98,2,29,4.16,173,0,1,0,0,0,1
37924,25678517,98,2,31,4.51,187,0,1,0,0,0,1
37926,25679101,97,2,30,4.31,184,0,1,0,0,0,1
37928,25679709,98,2,31,4.41,226,0,1,0,0,0,1
37945,25691139,165,5,8,1.03,179,1,0,0,1,0,0
37947,25698438,600,30,0,0.0,365,1,0,0,0,0,1
37953,25718097,50,3,19,2.44,269,0,1,0,1,0,0
37976,25742022,255,2,7,0.94,365,1,0,0,1,0,0
37985,25763994,55,1,13,1.75,83,0,1,0,1,0,0
37997,25771285,45,5,10,1.38,6,0,1,0,1,0,0
38005,25775969,70,4,1,1.0,0,0,1,0,1,0,0
38012,25779464,56,30,2,0.36,244,0,1,0,1,0,0
38013,25779937,52,30,1,0.17,243,0,1,0,1,0,0
38027,25786994,99,5,6,1.0,8,1,0,0,1,0,0
38028,25788995,90,1,36,4.54,313,0,1,0,0,0,1
38029,25789907,200,1,3,0.41,24,0,1,0,0,0,1
38034,25798699,160,3,6,1.13,15,1,0,0,0,0,1
38044,25803113,80,3,1,0.13,0,0,1,0,1,0,0
38046,25803743,80,1,9,1.21,211,0,1,0,1,0,0
38064,25807815,43,30,0,0.0,365,0,1,0,1,0,0
38083,25813279,56,7,2,0.28,343,0,0,1,0,0,1
38090,25814039,125,2,28,3.62,10,1,0,0,0,0,1
38105,25826245,125,3,1,1.0,0,1,0,0,0,1,0
38109,25831152,83,1,3,0.53,0,0,1,0,1,0,0
38128,25837865,105,2,17,2.77,11,1,0,0,1,0,0
38144,25843611,175,6,3,0.38,0,1,0,0,0,0,1
38153,25855178,180,2,14,1.76,365,1,0,0,1,0,0
38174,25870840,120,2,0,0.0,0,1,0,0,0,0,1
38176,25871304,32,30,0,0.0,212,0,1,0,1,0,0
38179,25872636,550,2,5,0.73,9,1,0,0,0,0,1
38192,25889072,70,3,0,0.0,0,0,1,0,0,1,0
38193,25889683,72,1,5,0.64,0,0,1,0,0,0,1
38206,25895132,75,2,22,3.38,1,0,1,0,0,1,0
38208,25895519,52,30,1,0.16,255,0,1,0,1,0,0
38222,25912841,134,7,3,0.49,0,1,0,0,1,0,0
38226,25916906,250,5,4,0.92,87,1,0,0,1,0,0
38250,25937419,65,2,16,2.14,141,0,1,0,1,0,0
38251,25937698,70,1,45,5.84,9,0,1,0,0,1,0
38255,25940097,800,5,1,0.18,97,1,0,0,1,0,0
38275,25949165,68,3,0,0.0,0,0,1,0,1,0,0
38281,25950590,115,3,11,1.47,197,0,1,0,0,0,1
38289,25962847,85,1,17,2.46,200,0,1,0,1,0,0
38290,25963028,110,7,2,0.32,0,1,0,0,0,1,0
38292,25964053,109,1,23,3.19,234,0,1,0,1,0,0
38297,25966512,45,7,10,1.29,88,0,1,0,1,0,0
38304,25971425,70,1,1,0.15,0,0,1,0,1,0,0
38312,25976738,169,2,6,0.79,1,1,0,0,0,0,1
38314,25977603,199,3,4,1.32,350,1,0,0,1,0,0
38350,26004343,75,2,12,1.64,0,0,1,0,1,0,0
38354,26006951,85,5,3,0.42,347,0,1,0,1,0,0
38366,26023017,51,1,6,1.02,87,0,1,0,1,0,0
38369,26025770,179,30,0,0.0,28,1,0,0,0,0,1
38377,26032140,250,30,0,0.0,83,1,0,0,0,0,1
38382,26035069,300,3,11,1.63,0,1,0,0,1,0,0
38386,26036438,350,2,13,1.74,154,1,0,0,0,0,1
38389,26036850,60,2,0,0.0,364,0,1,0,1,0,0
38392,26037496,125,2,14,2.07,356,1,0,0,1,0,0
38395,26038825,150,1,39,5.91,298,0,1,0,1,0,0
38396,26038936,90,3,8,1.05,0,0,1,0,0,0,1
38404,26041591,50,13,0,0.0,0,0,1,0,1,0,0
38442,26065193,109,1,11,1.55,0,0,1,0,0,0,1
38443,26065465,127,3,21,2.74,0,1,0,0,1,0,0
38444,26066650,116,2,4,0.6,7,1,0,0,0,0,1
38446,26074006,52,30,1,0.19,150,0,1,0,1,0,0
38449,26075796,113,45,0,0.0,87,1,0,0,0,1,0
38452,26077998,131,3,3,0.42,0,0,1,0,0,0,1
38465,26084814,82,1,22,3.24,47,0,1,0,1,0,0
38494,26108084,69,2,0,0.0,0,0,1,0,0,0,1
38516,26126570,200,7,0,0.0,163,1,0,0,1,0,0
38517,26126728,175,3,0,0.0,211,0,1,0,1,0,0
38519,26126894,250,7,3,0.55,0,1,0,0,0,1,0
38524,26129040,649,5,14,1.88,110,1,0,0,0,0,1
38554,26139678,1200,60,0,0.0,365,0,1,0,0,1,0
38564,26154069,85,30,2,0.34,216,0,1,0,1,0,0
38581,26164606,170,1,28,3.75,0,1,0,0,1,0,0
38598,26182774,125,2,19,2.81,304,0,1,0,1,0,0
38606,26188665,90,2,6,0.83,0,0,1,0,0,0,1
38614,26190809,74,2,2,0.28,0,0,1,0,0,0,1
38616,26191578,240,5,0,0.0,0,0,1,0,0,0,1
38624,26193678,60,1,3,2.2,0,0,1,0,1,0,0
38633,26198112,400,1,0,0.0,0,1,0,0,0,0,1
38641,26201442,90,2,33,4.65,15,0,1,0,1,0,0
38671,26229979,295,5,3,0.51,0,1,0,0,1,0,0
38674,26232008,60,2,5,0.83,0,0,1,0,0,0,1
38689,26249129,140,30,2,0.32,330,1,0,0,0,0,1
38709,26253826,150,1,0,0.0,365,0,1,0,0,0,1
38737,26273200,50,21,0,0.0,88,0,1,0,1,0,0
38748,26277801,250,3,1,0.16,0,1,0,0,0,0,1
38795,26313558,295,3,20,2.96,10,1,0,0,0,0,1
38799,26318555,265,2,3,0.59,7,1,0,0,0,0,1
38815,26330526,250,2,14,2.07,95,1,0,0,1,0,0
38822,26333121,67,1,44,6.0,238,0,1,0,1,0,0
38828,26334022,69,1,38,5.25,131,0,1,0,1,0,0
38830,26334824,95,1,0,0.0,352,0,1,0,0,0,1
38842,26338854,135,2,15,2.22,123,1,0,0,1,0,0
38847,26344667,58,1,5,0.68,0,0,1,0,1,0,0
38870,26358989,183,2,33,4.81,288,1,0,0,1,0,0
38872,26359088,300,1,11,2.21,273,1,0,0,0,0,1
38878,26361594,100,2,10,1.38,11,1,0,0,1,0,0
38895,26385006,75,3,4,0.68,152,0,1,0,1,0,0
38904,26387184,80,1,3,1.07,3,0,1,0,1,0,0
38913,26391060,90,4,3,0.47,26,0,1,0,1,0,0
38928,26408958,149,2,9,2.27,223,0,1,0,1,0,0
38947,26420986,119,2,5,0.91,45,1,0,0,0,0,1
38950,26422007,200,15,1,0.47,365,1,0,0,0,0,1
38954,26424595,65,5,5,0.81,89,0,1,0,1,0,0
38960,26425876,80,1,34,4.93,62,0,1,0,1,0,0
38964,26428167,80,2,0,0.0,365,0,1,0,1,0,0
38995,26448080,177,15,1,0.19,32,1,0,0,0,0,1
39035,26472079,90,1,11,1.6,37,1,0,0,0,1,0
39054,26488707,49,1,12,1.68,0,0,1,0,1,0,0
39067,26499284,90,1,7,1.0,0,0,1,0,0,1,0
39091,26519306,140,3,11,1.73,229,1,0,0,1,0,0
39107,26527543,115,30,0,0.0,1,1,0,0,0,0,1
39109,26527791,118,30,0,0.0,179,1,0,0,0,0,1
39162,26564665,120,2,16,2.33,0,1,0,0,1,0,0
39177,26574513,70,1,4,0.57,185,0,1,0,1,0,0
39189,26592943,49,2,3,0.46,0,0,1,0,1,0,0
39197,26595733,76,1,48,6.92,78,0,1,0,0,0,1
39199,26596388,125,1,32,4.8,116,1,0,0,1,0,0
39204,26598477,250,1,8,1.23,307,1,0,0,1,0,0
39210,26602263,69,2,17,2.55,36,0,1,0,1,0,0
39212,26602878,150,2,3,0.48,365,0,1,0,1,0,0
39213,26602995,300,2,0,0.0,365,1,0,0,1,0,0
39215,26603881,300,2,0,0.0,365,1,0,0,1,0,0
39216,26603929,52,1,31,4.7,168,0,1,0,0,0,1
39218,26604063,76,1,39,5.65,60,0,1,0,0,0,1
39220,26606648,63,1,0,0.0,316,0,1,0,1,0,0
39225,26607877,90,3,6,1.27,365,0,1,0,1,0,0
39229,26609429,66,6,6,0.86,0,0,1,0,0,0,1
39260,26642831,225,3,2,1.03,239,1,0,0,0,0,1
39269,26660828,250,2,2,0.45,11,1,0,0,1,0,0
39296,26679556,95,2,2,0.33,0,1,0,0,0,1,0
39338,26715079,58,2,5,0.9,19,0,1,0,1,0,0
39349,26719190,80,2,17,5.1,33,0,1,0,1,0,0
39412,26756546,249,4,7,1.05,5,1,0,0,1,0,0
39416,26768543,100,3,10,1.46,0,1,0,0,0,1,0
39417,26769087,150,1,3,0.57,217,0,1,0,0,0,1
39438,26777561,119,2,2,0.38,0,1,0,0,0,0,1
39462,26784882,80,5,4,0.71,89,0,1,0,1,0,0
39480,26788852,102,2,7,1.1,301,1,0,0,1,0,0
39516,26811066,245,2,0,0.0,89,0,1,0,0,0,1
39531,26814599,52,3,10,1.52,0,0,1,0,1,0,0
39557,26828553,135,1,35,5.38,172,1,0,0,1,0,0
39558,26828970,80,1,35,6.44,233,1,0,0,1,0,0
39575,26837834,90,3,7,1.21,352,0,1,0,1,0,0
39611,26860883,60,1,4,0.77,353,0,1,0,1,0,0
39612,26861563,90,3,1,0.16,0,0,1,0,0,0,1
39614,26862879,95,1,25,3.69,146,1,0,0,1,0,0
39640,26870326,137,3,5,0.78,70,1,0,0,1,0,0
39650,26872443,150,3,4,0.71,0,1,0,0,0,0,1
39662,26877222,33,30,1,0.73,177,0,1,0,1,0,0
39670,26887521,90,2,13,2.24,171,0,1,0,1,0,0
39701,26899002,395,5,4,0.62,341,1,0,0,0,0,1
39710,26916664,36,60,4,0.75,196,0,1,0,1,0,0
39725,26925816,160,2,14,2.19,8,1,0,0,0,0,1
39730,26927609,140,1,1,0.32,0,1,0,0,1,0,0
39734,26929793,146,2,8,2.45,327,1,0,0,0,0,1
39754,26946148,104,1,7,1.07,131,1,0,0,1,0,0
39762,26947587,125,1,29,4.65,80,0,1,0,1,0,0
39826,26986526,54,4,8,1.28,0,0,1,0,1,0,0
39864,26995950,62,1,43,6.72,334,0,1,0,1,0,0
39873,27002075,72,2,14,2.14,0,0,1,0,0,0,1
39883,27014270,120,1,5,0.91,88,0,1,0,0,0,1
39893,27017924,150,3,19,2.97,161,1,0,0,1,0,0
39913,27028248,155,7,0,0.0,0,1,0,0,0,0,1
39915,27029402,87,1,14,2.15,0,0,1,0,0,0,1
39919,27029894,69,2,21,3.2,6,0,1,0,0,0,1
39926,27034834,350,30,2,0.37,307,1,0,0,0,0,1
39952,27056796,99,1,3,0.59,364,0,1,0,1,0,0
39977,27068250,249,1,49,7.58,21,1,0,0,0,0,1
39986,27079708,300,7,0,0.0,89,1,0,0,0,0,1
39992,27083945,70,3,11,2.17,0,0,1,0,0,0,1
39993,27084832,350,3,3,0.76,13,1,0,0,0,0,1
40004,27088182,75,2,6,1.06,89,0,1,0,1,0,0
40009,27089135,130,3,3,0.48,0,1,0,0,1,0,0
40011,27089896,151,5,8,1.4,7,1,0,0,0,0,1
40044,27128039,50,4,4,0.94,0,0,1,0,0,0,1
40051,27131580,195,1,13,2.06,12,1,0,0,0,0,1
40070,27138938,50,1,10,2.21,158,0,1,0,1,0,0
40084,27143808,80,2,19,3.22,0,0,1,0,1,0,0
40096,27160398,49,1,7,1.17,179,0,1,0,1,0,0
40105,27164116,100,3,9,1.48,4,1,0,0,1,0,0
40133,27194554,60,2,28,5.56,120,0,1,0,0,1,0
40145,27196874,175,30,1,0.47,364,1,0,0,0,0,1
40168,27206757,189,3,19,3.03,101,1,0,0,0,1,0
40191,27222424,175,2,26,5.1,216,1,0,0,1,0,0
40193,27223348,60,3,10,4.0,91,0,1,0,1,0,0
40206,27230145,305,2,0,0.0,177,1,0,0,0,0,1
40213,27235864,80,1,6,0.95,365,0,1,0,1,0,0
40270,27262712,112,3,3,0.55,0,1,0,0,1,0,0
40345,27304971,100,1,0,0.0,148,0,1,0,1,0,0
40363,27315942,120,2,7,1.37,313,1,0,0,1,0,0
40368,27326744,40,1,7,1.65,136,0,1,0,1,0,0
40408,27360252,90,2,24,3.87,8,0,1,0,1,0,0
40470,27387520,200,30,0,0.0,303,1,0,0,0,0,1
40473,27389647,99,1,7,1.13,0,0,1,0,0,0,1
40476,27389714,230,30,0,0.0,365,1,0,0,0,0,1
40478,27389930,220,30,0,0.0,365,1,0,0,0,0,1
40521,27417181,373,30,0,0.0,336,1,0,0,0,0,1
40524,27422247,150,3,6,1.17,86,0,1,0,1,0,0
40532,27425007,275,30,0,0.0,361,1,0,0,0,0,1
40537,27425828,175,30,0,0.0,365,1,0,0,0,0,1
40544,27428046,126,4,16,2.81,134,1,0,0,1,0,0
40553,27432653,65,4,1,0.37,5,0,1,0,1,0,0
40564,27437662,85,15,0,0.0,0,1,0,0,1,0,0
40567,27439092,125,2,1,0.19,365,0,1,0,1,0,0
40569,27439649,400,7,5,0.84,171,1,0,0,1,0,0
40571,27448352,99,2,4,0.94,0,1,0,0,0,0,1
40578,27454904,195,2,7,1.52,84,1,0,0,1,0,0
40586,27459543,264,30,2,0.69,278,1,0,0,0,0,1
40594,27464651,65,3,9,1.74,4,1,0,0,0,0,1
40602,27468927,150,2,11,1.85,89,0,1,0,1,0,0
40624,27488806,150,2,7,1.44,89,0,1,0,1,0,0
40640,27494508,250,4,17,2.93,171,1,0,0,0,0,1
40641,27494734,100,3,1,0.17,0,0,1,0,0,1,0
40643,27498398,280,3,11,1.96,26,1,0,0,1,0,0
40645,27500496,68,10,1,0.2,0,0,1,0,1,0,0
40646,27501755,150,5,2,0.35,9,1,0,0,0,0,1
40655,27506113,175,5,0,0.0,85,1,0,0,1,0,0
40657,27507137,76,3,1,0.43,0,1,0,0,1,0,0
40699,27528026,299,3,21,3.56,103,1,0,0,0,0,1
40707,27529564,60,1,29,5.92,72,0,1,0,1,0,0
40729,27544396,235,2,15,2.81,78,1,0,0,0,0,1
40750,27552134,225,5,1,0.2,8,1,0,0,0,0,1
40761,27561675,315,5,12,2.02,100,1,0,0,0,0,1
40763,27566002,60,30,5,0.91,93,0,1,0,1,0,0
40770,27570485,142,30,1,0.23,339,1,0,0,0,0,1
40773,27572352,249,2,4,1.15,250,1,0,0,0,0,1
40796,27580964,79,1,8,1.48,0,0,1,0,1,0,0
40803,27583185,75,3,8,2.26,0,0,1,0,1,0,0
40819,27598581,128,1,10,1.72,28,0,1,0,0,0,1
40825,27600000,75,7,0,0.0,185,0,1,0,0,1,0
40826,27600209,100,5,8,1.4,177,1,0,0,1,0,0
40828,27601676,220,6,0,0.0,0,1,0,0,0,0,1
40830,27602303,86,4,3,0.54,0,1,0,0,1,0,0
40850,27610009,350,3,2,0.39,0,1,0,0,1,0,0
