,Stars,Accuracy,Communication,Cleanliness,Location,Check-In,Value
15294943,4.5,9,9,9,9,9,9
15299349,,,,,,,
15314054,5,10,10,10,9,10,10
15321266,5,10,10,9,9,10,10
15336922,,,,,,,
15340854,5,10,10,10,9,10,10
15341726,5,10,10,10,9,10,10
15344363,,,,,,,
15344368,,,,,,,
15360787,5,10,10,10,10,10,10
15361311,,,,,,,
15361785,5,10,10,9,10,10,10
15370219,5,10,10,10,10,10,10
15374796,4.5,9,9,9,10,10,9
15377407,null,,,,,,
15377806,4.5,9,10,10,8,9,9
15391726,null,,,,,,
15396351,5,10,10,9,10,10,10
15399008,null,10,10,9,10,10,10
15417373,,,,,,,
15419911,4.5,10,10,9,9,10,9
15421279,5,10,10,9,9,10,10
15422352,null,,,,,,
15423552,4.5,9,10,9,10,10,9
15436871,4.5,9,9,8,9,9,9
15437413,5,10,10,10,10,10,10
15455678,5,10,10,10,10,10,10
15460904,4.5,10,10,9,10,10,9
15468038,5,10,10,10,10,10,10
15475362,null,,,,,,
15476467,5,10,10,10,10,10,10
15495653,null,10,10,10,10,10,10
15497568,null,10,10,10,6,10,6
15500521,4.5,10,10,9,9,10,7
15519679,4.5,10,10,9,7,10,9
15528972,5,10,10,10,10,10,10
15615473,null,,,,,,
15615535,5,10,10,9,10,10,9
15618546,5,10,10,10,10,10,10
15620833,5,10,10,10,10,10,9
15639615,4.5,8,9,9,9,9,9
15646546,null,,,,,,
15647143,5,10,10,10,10,10,10
15663285,,,,,,,
15663603,5,10,10,9,9,10,10
15693896,,,,,,,
15699803,4.5,9,10,9,10,10,9
15701663,null,10,10,10,10,10,10
15701856,,,,,,,
15707188,5,9,9,10,10,9,10
15715221,4.5,10,10,9,10,10,9
15721376,5,10,10,10,10,10,10
15742996,5,10,10,10,10,10,9
15745269,5,10,10,10,9,10,10
15756248,4.5,9,9,9,9,9,9
15765087,4.5,10,10,10,9,10,9
15765542,5,10,10,10,10,10,10
15790640,5,10,10,9,10,10,10
15790816,null,10,8,6,8,10,8
15799983,,,,,,,
15801194,null,,,,,,
15817291,5,10,10,10,9,10,10
15821383,4.5,10,10,9,10,10,10
15832098,null,10,10,10,10,10,10
15855036,null,10,10,10,10,10,10
15858847,4.5,10,9,9,10,10,10
15858922,4.5,10,10,9,10,10,9
15868431,null,,,,,,
15870976,5,10,10,10,10,10,10
15874648,5,10,9,9,9,10,9
15882274,null,10,10,8,10,10,8
15899421,5,10,10,10,10,10,10
15910664,5,10,9,10,10,10,10
15913986,4.5,10,10,10,9,10,9
15915159,,,,,,,
15915444,,,,,,,
15928835,4.5,9,10,9,9,10,9
15930602,5,10,10,10,10,10,10
15943475,5,10,10,10,10,10,10
15948069,null,,,,,,
15955940,4.5,8,9,8,10,10,9
15963664,null,,,,,,
15971062,null,6,10,6,10,10,8
15979856,null,10,10,10,9,10,10
15980939,5,10,10,10,10,10,10
15984242,5,10,10,10,10,10,10
15986775,5,10,9,9,9,9,10
15990199,5,10,10,10,10,10,10
15994498,5,10,10,10,10,10,10
15998452,4.5,9,9,10,10,9,9
15999396,4.5,10,10,10,9,10,10
16000178,4.5,10,10,9,9,10,9
16000365,4.5,10,10,10,9,10,9
16005905,null,,,,,,
16009487,4.5,10,10,10,9,9,9
16012941,null,10,10,10,10,10,10
16014708,4.5,9,10,8,10,10,9
16018596,4.5,10,10,7,9,10,9
16041091,5,10,10,8,10,10,9
16052491,null,8,8,8,10,8,8
16052733,5,10,10,10,9,10,10
16053606,4.5,8,9,9,10,10,10
16056018,5,10,10,10,9,10,10
16063885,5,10,10,9,10,10,9
16066852,,,,,,,
16069925,5,10,10,10,10,10,10
16086039,4.5,9,10,9,10,9,9
16096372,5,10,10,10,10,10,10
16122223,null,10,10,6,10,10,10
16124987,5,10,10,10,9,10,10
16135347,,,,,,,
16135399,5,10,10,10,10,10,10
16144596,5,10,10,9,9,9,9
16146708,5,10,10,10,9,10,10
16148691,5,10,9,9,10,10,10
16148989,,,,,,,
16154699,5,10,10,10,10,10,10
16157387,4.5,10,10,8,9,10,10
16164613,4.5,9,10,7,9,10,10
16171595,null,10,10,10,10,10,10
16172162,5,10,10,9,10,10,10
16172498,5,10,10,10,9,10,10
16175138,,,,,,,
16178696,5,10,9,10,10,10,10
16194815,4.5,9,10,8,9,10,9
16201781,5,10,10,10,10,10,10
16205219,null,,,,,,
16205272,5,10,10,10,9,10,9
16206794,null,10,10,10,10,10,10
16212767,5,10,10,10,10,10,10
16213550,4,8,8,8,9,8,8
16226031,null,10,10,10,10,10,10
16229089,null,10,10,8,10,10,10
16230640,5,10,10,10,9,10,10
16231826,4.5,9,9,9,10,9,9
16236157,null,10,10,10,10,10,8
16238583,4.5,9,9,10,8,10,9
16238620,null,,,,,,
16242067,null,,,,,,
16254527,null,10,10,10,10,10,8
16259787,null,,,,,,
16261522,,,,,,,
16262205,,,,,,,
16272419,5,10,10,10,10,10,10
16274061,,,,,,,
16274854,5,10,10,10,10,10,10
16275887,4.5,10,10,9,9,9,9
16289576,5,10,10,9,10,10,10
16290974,5,9,10,10,9,9,9
16296973,,,,,,,
16307987,4.5,9,9,9,10,10,9
16312490,4,9,9,8,10,9,9
16318720,null,,,,,,
16320612,4.5,10,10,9,9,10,9
16322824,null,,,,,,
16323724,null,10,10,10,10,10,10
16333020,null,,,,,,
16333699,null,,,,,,
16334644,,,,,,,
16338454,null,10,10,10,8,10,10
16346945,null,9,10,9,9,10,10
16349888,5,10,10,10,9,10,10
16352907,null,10,10,8,10,10,10
16352982,5,10,10,10,10,10,10
16360122,,,,,,,
16360894,null,,,,,,
16367294,,,,,,,
16367772,null,,,,,,
16368328,4.5,10,10,10,9,10,9
16404289,null,10,10,8,10,10,10
16411398,5,10,10,9,10,10,10
16415365,5,10,10,9,10,10,10
16415910,5,10,10,10,9,10,10
16420915,5,10,10,10,10,10,9
16423417,,,,,,,
16427742,5,10,10,10,10,10,10
16436513,null,10,10,10,8,10,8
16436865,null,10,10,10,10,10,10
16439234,4.5,10,10,9,10,10,10
16441496,,,,,,,
16444320,null,10,10,8,10,10,10
16444558,null,,,,,,
16449480,4.5,10,10,9,9,10,9
16454164,null,10,10,10,10,10,10
16456101,,,,,,,
16468001,null,8,10,10,10,10,8
16479344,5,10,10,10,10,9,9
16481602,null,,,,,,
16487559,,,,,,,
16487967,null,10,10,10,10,10,10
16496715,null,,,,,,
16499824,5,10,10,10,10,10,10
16507990,null,10,10,10,10,10,8
16515834,5,10,10,9,10,10,10
16517301,,,,,,,
16530772,5,10,10,10,9,10,9
16533105,4.5,10,10,10,10,10,10
16541635,,,,,,,
16543538,null,10,10,10,9,10,10
16544910,,,,,,,
16546903,5,10,10,10,10,10,10
16556404,,,,,,,
16557384,5,10,10,9,9,10,10
16559061,5,10,10,10,10,10,10
16578515,,,,,,,
16578826,5,10,10,9,9,10,10
16578883,,,,,,,
16579004,,,,,,,
16585605,5,10,10,10,9,10,10
16601518,5,10,10,9,10,10,10
16603730,null,,,,,,
16603823,5,10,10,10,10,10,10
16607054,null,,,,,,
16612885,5,10,10,8,10,10,9
16617969,5,10,10,8,9,10,10
16627548,4.5,9,10,9,8,9,9
16634459,5,10,10,9,9,10,9
16649773,5,10,10,10,10,10,10
16667077,4.5,9,10,9,9,9,9
16667109,4,9,9,8,9,9,9
16667175,4.5,9,9,8,9,8,8
16677256,5,10,10,9,10,10,10
16685410,,,,,,,
16694463,,,,,,,
16701087,5,10,10,10,10,10,10
16710935,5,10,10,10,10,10,10
16720039,5,10,10,10,10,10,10
16722202,4.5,10,10,9,9,10,10
16722762,4.5,10,10,9,10,10,10
16725326,null,8,10,9,10,9,9
16735801,4.5,10,10,10,10,10,9
16739891,4.5,10,9,9,9,9,9
16757281,5,10,10,10,10,10,10
16766700,5,10,10,9,8,10,10
16768665,null,,,,,,
16794244,,,,,,,
16810657,null,,,,,,
16812429,5,10,10,10,10,10,10
16814385,5,10,10,10,10,10,10
16823923,null,,,,,,
16837941,,,,,,,
16844707,5,10,10,10,9,10,10
16846366,5,10,10,10,10,10,9
16859209,,,,,,,
16867024,4.5,10,10,10,10,10,9
16869999,5,10,10,10,10,10,10
16883813,4.5,9,10,9,10,10,10
16884027,4.5,10,10,9,10,10,10
16897115,4.5,10,10,9,10,10,10
16916510,4.5,10,10,8,10,9,10
16937801,4.5,9,9,10,9,10,9
16954330,4.5,10,10,10,10,10,9
16960374,5,10,10,10,10,10,10
16960859,4.5,10,10,9,9,10,9
16965291,4.5,9,10,8,10,9,9
16972627,5,10,10,10,10,10,10
16978709,,,,,,,
16992781,4.5,10,10,10,10,10,10
16994272,,,,,,,
17008022,5,10,10,10,10,10,10
17014809,4.5,10,10,9,10,10,9
17025831,null,,,,,,
17070038,4.5,10,10,9,10,10,9
17076571,4.5,10,10,9,10,10,9
17097495,4.5,9,9,9,9,9,9
17104416,,,,,,,
17112036,5,10,10,10,10,10,10
17116411,5,10,10,10,10,10,10
17117631,5,10,9,10,10,10,10
17121563,null,,,,,,
17124014,5,10,10,10,10,10,10
17125159,5,10,10,10,9,10,10
17129825,null,,,,,,
17134357,5,10,10,10,10,10,10
17137626,5,10,10,10,9,10,10
17138302,null,10,10,4,10,10,8
17141182,4.5,9,10,9,10,10,10
17210761,4.5,10,10,9,9,9,9
17224797,4.5,10,10,9,10,10,10
17235571,,,,,,,
17239330,,,,,,,
17254708,5,10,10,10,9,10,10
17255171,null,10,10,10,10,10,8
17257473,4.5,9,10,10,9,10,10
17263550,5,10,10,10,10,10,10
17304795,4.5,10,9,8,10,9,10
17308567,4.5,9,10,10,10,9,10
17318814,5,10,10,10,9,10,10
17333015,null,10,10,10,10,10,10
17366042,,,,,,,
17366110,4.5,10,10,10,9,10,9
17366942,5,10,10,10,10,10,10
17367228,5,10,10,10,10,9,8
17383253,5,10,10,10,10,10,9
17383893,null,8,10,10,10,10,10
17389187,,,,,,,
17405812,4.5,9,7,9,9,7,8
17419342,5,10,10,10,10,10,10
17433572,5,10,10,10,10,10,9
17434184,5,10,10,10,10,10,10
17434335,,,,,,,
17437106,null,,,,,,
17442248,null,,,,,,
17444704,4.5,9,8,10,9,9,9
17447150,5,10,10,10,10,10,10
17455952,null,10,10,8,10,10,10
17456932,5,10,10,10,10,10,10
17459791,5,9,10,9,9,9,9
17460510,5,10,10,10,9,10,9
17461281,4.5,10,10,9,9,10,9
17463059,5,10,10,10,10,10,10
17464151,5,10,10,10,10,10,10
17477221,5,10,9,9,10,10,9
17479736,5,10,10,10,10,10,10
17480275,null,,,,,,
17482053,,,,,,,
17482374,,,,,,,
17493355,null,10,10,10,8,10,10
17496222,4.5,9,9,8,10,9,9
17497776,5,10,10,9,9,10,10
17505594,null,10,10,8,8,10,10
17520883,null,,,,,,
17522320,,,,,,,
17524862,5,10,10,10,10,10,10
17528071,,,,,,,
17531493,4.5,9,10,10,10,10,9
17554981,null,10,10,10,9,10,10
17557517,5,10,10,10,10,10,10
17560543,null,,,,,,
17569080,null,10,10,10,8,10,8
17573385,,,,,,,
17590729,5,10,10,10,9,10,10
17593421,,,,,,,
17604613,5,10,10,10,9,10,10
17620867,,,,,,,
17625698,,,,,,,
17666011,5,10,10,10,10,10,10
17667639,5,10,10,10,10,10,9
17677162,,,,,,,
17679645,null,,,,,,
17679822,5,10,10,10,9,10,10
17682955,4.5,10,10,9,9,10,9
17684098,5,10,10,9,10,10,10
17691162,null,10,10,10,10,10,10
17692837,4,6,8,9,9,9,9
17702001,,,,,,,
17702559,,,,,,,
17728927,5,10,10,10,10,10,10
17734736,4,9,9,5,9,9,8
17735760,5,10,10,9,10,10,10
17743697,4.5,8,9,9,8,9,9
17746222,5,10,10,8,9,10,9
17759520,null,10,10,8,9,10,9
17764691,4.5,10,10,9,10,10,10
17774989,5,10,10,10,9,10,10
17776095,5,10,10,9,10,10,10
17779879,5,10,10,10,10,10,10
17794915,null,,,,,,
17835503,4,9,10,8,10,10,8
17843168,5,10,10,10,10,10,9
17843852,5,10,10,10,10,10,10
17848298,null,10,10,10,10,10,10
17848627,5,10,10,10,9,10,10
17856672,5,10,10,9,9,10,9
17866302,null,10,10,9,10,10,10
17893797,null,10,10,10,10,10,10
17894985,null,,,,,,
17900681,5,10,10,10,10,10,10
17907935,null,,,,,,
17915565,5,10,10,9,10,10,10
17922181,4.5,10,10,8,10,10,8
17956441,null,,,,,,
17957197,null,,,,,,
17962354,,,,,,,
17972466,4.5,9,10,10,10,9,9
17979132,null,,,,,,
18003918,null,10,10,9,10,10,10
18005542,5,10,10,10,10,10,10
18010406,4.5,10,10,9,9,10,9
18015606,5,10,10,10,10,10,10
18024561,4.5,9,9,8,10,9,9
18052725,4.5,10,10,9,9,10,9
18055685,,,,,,,
18057747,null,10,10,10,10,10,10
18059231,null,,,,,,
18059656,5,10,10,9,10,10,9
18072133,,,,,,,
18077050,5,10,10,10,10,9,9
18077717,null,9,10,9,8,10,10
18091600,4.5,10,9,9,10,9,8
18120248,null,10,10,10,10,10,10
18123185,5,9,10,9,9,8,10
18134537,5,10,10,10,10,10,10
18138307,5,10,10,10,9,10,10
18139095,5,10,10,10,9,10,10
18160364,null,10,10,10,8,10,8
18168964,5,10,10,10,9,9,10
18169166,null,10,10,10,10,10,10
18170615,5,10,10,10,10,10,10
18173198,4.5,9,10,8,9,10,9
18174567,,,,,,,
18188738,5,10,10,10,9,10,10
18194429,5,10,10,10,10,10,10
18198439,5,10,10,10,9,10,10
18208738,5,10,10,9,10,10,10
18208811,5,10,10,10,10,10,10
18213280,5,10,10,9,10,10,9
18221864,4.5,9,10,9,10,10,9
18222186,null,10,10,10,10,10,10
18222455,,,,,,,
18227529,5,10,10,10,10,10,10
18241920,null,10,10,10,10,10,10
18249844,4.5,9,10,9,9,10,9
18250284,5,10,10,10,10,10,10
18252313,5,10,10,9,8,10,9
18252876,4.5,10,10,10,10,10,10
18254317,null,,,,,,
18283646,4.5,9,10,7,9,10,9
18290561,5,10,10,10,9,10,10
18290841,null,,,,,,
18303895,5,10,10,10,10,10,10
18309354,4.5,8,10,8,10,10,9
18309885,5,10,10,10,10,10,10
18310427,5,10,10,10,9,9,9
18314459,4,10,10,7,10,10,8
18322008,,,,,,,
18330871,4.5,10,10,9,10,10,10
18341576,null,10,10,9,10,10,10
18342361,5,10,10,10,10,10,10
18347469,null,10,10,9,9,10,9
18356695,5,10,10,9,10,10,10
18357865,null,10,10,8,10,10,10
18367776,4.5,10,10,9,9,10,9
18372104,5,10,10,9,10,10,9
18388706,null,,,,,,
18393650,null,,,,,,
18396281,4.5,9,9,9,9,10,9
18404936,5,10,10,10,10,10,9
18411056,5,10,10,10,10,10,10
18411925,null,10,10,6,10,10,10
18415505,5,10,10,9,9,10,10
18423938,null,,,,,,
18430588,5,10,10,9,10,9,10
18443992,4.5,10,10,10,9,10,9
18444131,4.5,10,10,10,9,9,9
18448376,null,,,,,,
18462291,5,10,10,10,9,9,10
18471815,null,,,,,,
18476474,5,10,10,10,10,10,10
18482568,,,,,,,
18484208,null,,,,,,
18484597,null,10,10,10,10,10,10
18488335,5,10,10,9,9,10,10
18501885,,,,,,,
18503701,4.5,9,9,9,10,10,9
18505453,4.5,10,10,10,10,9,9
18506292,5,10,10,10,10,10,10
18506841,5,10,10,10,10,10,10
18507671,null,,,,,,
18516072,null,,,,,,
18518678,null,8,8,6,10,10,6
18527037,,,,,,,
18549136,null,10,10,9,10,10,9
18560569,5,10,10,10,9,10,10
18561200,5,10,10,10,9,10,10
18561618,5,10,10,10,10,10,10
18572271,5,10,10,10,10,10,10
18584089,4,10,10,10,8,10,10
18587138,,,,,,,
18598072,5,10,10,10,9,10,9
18602201,,,,,,,
18609316,5,10,10,9,9,10,10
18610831,5,10,10,9,9,9,9
18611347,null,,,,,,
18612291,null,,,,,,
18612972,,,,,,,
18616208,null,,,,,,
18626606,5,10,10,8,10,10,10
18636030,null,,,,,,
18646075,4.5,9,10,9,9,10,8
18647217,5,10,10,10,10,10,10
18648243,5,9,10,9,10,10,10
18650087,4.5,9,9,9,9,9,9
18655815,null,10,10,10,10,10,10
18662664,4.5,10,10,10,9,9,10
18668037,null,,,,,,
18672625,5,10,10,10,10,10,10
18672760,,,,,,,
18675061,5,10,10,10,10,10,10
18680331,null,10,10,9,9,10,9
18682184,5,10,10,10,9,10,10
18686501,null,,,,,,
18688150,5,10,10,10,9,10,10
18690651,null,,,,,,
18719477,null,,,,,,
18731029,5,9,10,10,10,10,9
18731641,5,10,10,10,9,10,10
18745314,null,,,,,,
18745487,null,,,,,,
18752307,5,10,10,10,10,10,10
18753411,4.5,9,10,8,10,10,10
18756112,null,8,10,8,8,10,8
18763188,null,10,10,8,10,10,10
18768978,5,10,10,10,10,10,10
18788980,4,6,10,8,9,6,8
18792285,null,,,,,,
18802366,5,10,10,9,10,10,10
18803219,null,,,,,,
18841599,,,,,,,
18844533,4.5,10,10,8,10,10,9
18848869,4.5,10,10,8,9,9,9
18851906,4.5,10,9,9,10,9,9
18852245,5,10,10,10,10,10,10
18857875,5,10,10,10,10,10,10
18872076,null,10,10,10,10,10,10
18875994,null,,,,,,
18889094,null,,,,,,
18894295,4.5,9,9,9,9,9,9
18907303,5,10,10,10,10,10,9
18910029,null,10,10,10,10,10,10
18910690,,,,,,,
18922939,null,10,10,10,6,10,8
18931595,4,8,9,8,10,10,8
18935508,null,8,10,10,8,6,8
18949137,4.5,10,10,9,10,8,10
18957774,null,,,,,,
18959331,,,,,,,
18978234,,,,,,,
19011068,5,10,10,10,10,10,10
19015721,5,10,10,10,9,10,10
19017429,,,,,,,
19018987,null,,,,,,
19019275,null,,,,,,
19036742,null,10,10,6,8,10,10
19049579,5,10,10,10,10,10,9
19054653,5,10,10,10,10,10,10
19056511,null,,,,,,
19068469,null,,,,,,
19068933,null,,,,,,
19069372,,,,,,,
19069381,null,10,10,10,10,10,10
19094459,5,10,10,10,10,10,10
19118405,null,8,8,8,6,6,6
19134330,null,10,10,8,10,10,10
19136705,4.5,9,10,8,9,10,9
19136921,5,10,10,10,10,10,10
19138138,5,9,10,9,9,9,9
19139234,4.5,10,10,10,10,9,10
19140493,5,10,10,10,10,10,9
19142325,null,,,,,,
19161785,null,,,,,,
19161964,null,4,10,2,10,10,6
19163361,4.5,10,10,9,9,10,9
19163801,null,,,,,,
19170051,3.5,7,7,8,8,7,7
19174466,null,10,10,10,10,10,10
19176790,null,10,8,10,10,10,8
19177269,,,,,,,
19180868,5,10,10,10,10,10,10
19181881,null,,,,,,
19192149,5,10,10,10,10,10,10
19193139,4.5,10,10,7,10,10,10
19194301,,,,,,,
19206035,5,10,10,10,10,10,10
19209436,5,10,10,9,10,10,10
19209764,null,,,,,,
19211407,,,,,,,
19212370,5,10,10,9,10,10,9
19212985,4.5,9,9,9,8,9,9
19222766,5,10,10,10,10,10,10
19224202,5,10,10,8,10,10,10
19228313,null,,,,,,
19237286,5,10,10,10,9,10,10
19246662,5,10,10,9,10,10,10
19248044,null,,,,,,
19249136,4.5,10,8,9,10,10,10
19250443,,,,,,,
19250742,5,10,10,9,9,10,9
19265835,5,10,10,10,10,10,10
19267293,4.5,10,9,9,9,10,9
19271120,,,,,,,
19272890,null,,,,,,
19275018,4.5,10,10,9,9,10,9
19281846,4.5,9,10,9,9,10,9
19290778,5,9,9,10,10,9,9
19292987,null,6,10,4,10,10,10
19297780,null,,,,,,
19306176,4.5,10,10,10,10,10,10
19312686,null,10,10,2,10,10,10
19313551,4.5,9,9,9,9,9,9
19315654,5,10,10,10,9,10,10
19324099,,,,,,,
19327508,,,,,,,
19330704,,,,,,,
19334916,null,10,10,10,9,10,10
19338739,null,,,,,,
19346150,5,10,10,10,10,10,10
19346710,null,,,,,,
19357186,5,10,10,10,10,10,10
19363071,null,10,10,10,10,10,10
19363356,null,10,10,10,10,10,10
19378517,null,10,10,8,10,10,10
19381437,null,,,,,,
19387402,4.5,10,9,10,9,9,9
19388707,,,,,,,
19389911,5,10,10,9,10,9,10
19407599,4.5,10,9,6,9,9,9
19413691,4.5,10,10,10,9,10,10
19422062,4.5,9,10,9,10,10,9
19436446,5,10,10,10,10,10,10
19440924,4.5,9,10,9,10,10,9
19441240,5,10,10,10,10,10,10
19456350,5,10,10,10,10,10,10
19470210,5,10,10,10,10,10,10
19474652,4.5,10,10,10,9,10,9
19477677,5,10,10,10,10,10,10
19485371,5,10,10,9,10,10,10
19489138,5,10,10,10,10,10,10
19489293,5,10,10,8,10,9,10
19495120,null,,,,,,
19501242,5,10,10,10,10,10,10
19501640,null,,,,,,
19503508,4.5,9,9,10,10,10,9
19507235,4.5,9,9,9,10,9,9
19524083,4.5,10,10,9,10,10,9
19528621,,,,,,,
19531901,4.5,10,10,8,10,10,10
19546202,,,,,,,
19550838,null,10,10,10,10,10,10
19554980,5,10,10,10,9,10,10
19563855,,,,,,,
19568889,5,10,10,10,10,10,10
19577620,5,10,10,9,10,10,10
19605856,null,10,10,10,10,10,10
19621939,5,10,10,9,9,10,9
19633139,5,10,9,9,9,10,10
19637278,5,10,10,10,10,10,10
19654252,4,9,10,8,8,10,9
19691853,5,10,10,9,9,10,10
19691986,5,10,10,9,10,10,10
19692298,5,10,10,10,10,10,9
19701913,5,10,10,10,10,10,10
19714091,4.5,9,10,8,10,10,9
19714340,,,,,,,
19720126,null,8,9,8,8,9,8
19720270,4.5,10,10,9,9,10,9
19721338,null,,,,,,
19731551,null,10,10,9,10,9,9
19731730,5,10,10,10,10,10,10
19737173,null,,,,,,
19743260,4.5,10,10,10,10,10,10
19757502,null,10,10,10,10,10,10
19760008,5,10,10,9,10,10,10
19764204,,,,,,,
19764868,null,,,,,,
19766791,5,10,10,10,10,10,10
19772901,null,,,,,,
19779749,4.5,10,10,9,10,10,9
19784119,5,10,10,10,10,10,10
19818960,4.5,9,10,9,9,10,9
19821768,null,,,,,,
19822964,4.5,8,10,9,9,9,8
19826489,,,,,,,
19830726,5,10,10,9,9,10,9
19840329,5,10,10,9,10,10,10
19843398,4.5,10,10,9,10,9,9
19845074,5,9,10,9,10,10,9
19856899,null,,,,,,
19861088,5,10,10,10,10,10,10
19874726,4.5,8,10,8,9,10,9
19875728,null,,,,,,
19876272,4.5,9,9,9,9,9,9
19877695,5,10,10,9,9,9,10
19891896,null,,,,,,
19892549,null,8,10,6,8,10,8
19894740,null,8,10,10,8,10,10
19906460,5,10,10,10,10,10,10
19907176,5,10,10,10,10,10,10
19907609,5,10,10,10,10,10,10
19910689,4.5,8,9,10,10,9,9
19911620,3,4,4,4,6,8,6
19913783,null,,,,,,
19922859,,,,,,,
19923160,,,,,,,
19923314,,,,,,,
19924036,,,,,,,
19924136,,,,,,,
19924222,,,,,,,
19946965,null,10,10,10,10,10,10
19949135,5,10,10,10,10,10,10
19950255,null,,,,,,
19954367,null,,,,,,
19965541,,,,,,,
19967297,null,,,,,,
19976803,5,10,10,10,10,10,10
19981889,5,10,10,10,10,10,10
20000421,3.5,7,9,7,8,10,6
20005568,5,10,10,9,9,10,10
20013255,4.5,9,10,9,10,10,9
20014141,5,10,10,10,10,10,10
20015668,null,,,,,,
20015736,5,10,10,10,10,10,10
20025456,null,,,,,,
20031317,null,,,,,,
20035612,null,10,10,8,10,10,10
20049857,5,10,10,9,10,10,9
20051114,null,,,,,,
20070401,5,10,10,10,10,10,10
20084595,null,,,,,,
20085460,5,10,10,10,10,10,10
20096504,null,,,,,,
20120114,,,,,,,
20121308,5,10,10,10,10,10,10
20121572,,,,,,,
20135026,5,10,10,10,10,10,10
20136870,4,6,10,9,10,9,9
20148616,5,10,10,10,10,10,10
20150770,5,10,10,10,10,10,10
20153703,null,8,10,8,10,10,8
20164612,null,10,10,8,9,10,9
20167264,5,10,10,9,10,10,10
20171179,5,10,10,10,10,10,10
20174221,null,10,10,8,10,10,10
20174551,4,8,9,8,7,9,8
20176191,null,,,,,,
20183458,4.5,9,10,9,8,9,8
20184035,4.5,9,9,9,9,9,9
20192804,,,,,,,
20196464,null,,,,,,
20206499,null,,,,,,
20222946,,,,,,,
20228284,5,10,10,10,9,10,10
20233538,,,,,,,
20235701,null,,,,,,
20236141,5,10,10,9,10,10,9
20243718,null,10,10,8,10,10,9
20245577,,,,,,,
20253237,5,10,10,10,10,10,10
20261316,null,,,,,,
20263650,5,10,10,9,10,10,10
20269656,4.5,10,10,8,10,10,9
20274907,5,10,10,9,9,10,10
20281546,null,10,10,10,10,10,10
20284463,null,10,10,10,10,10,10
20304656,null,,,,,,
20314852,null,,,,,,
20330086,,,,,,,
20330243,null,10,10,10,10,10,10
20330822,5,10,10,9,10,10,9
20331226,5,10,10,10,10,10,10
20331468,5,10,10,10,10,10,10
20331502,4.5,10,10,10,10,10,10
20333200,4.5,10,10,10,10,10,9
20345108,null,,,,,,
20355009,,,,,,,
20356917,4.5,9,9,9,9,10,9
20358562,5,10,10,10,10,10,10
20362110,4,9,10,9,9,10,8
20369044,5,10,10,9,10,10,10
20382522,null,6,8,8,10,10,6
20387815,4.5,10,10,10,10,10,9
20390763,4.5,10,10,9,9,9,9
20394608,null,,,,,,
20396246,5,10,10,10,10,10,10
20405958,4.5,9,9,9,10,8,8
20408891,5,10,10,9,9,10,9
20422697,4.5,10,10,9,8,10,9
20425965,,,,,,,
20438015,null,10,10,10,10,10,10
20440432,5,10,10,10,9,10,10
20458372,null,,,,,,
20459566,4.5,10,10,9,10,10,9
20467141,5,10,10,10,10,10,10
20480133,5,10,10,10,10,10,10
20481653,null,10,8,10,10,8,10
20486011,null,10,10,10,10,10,10
20495252,null,7,7,6,5,7,6
20499320,5,10,10,10,9,10,10
20501444,4.5,9,10,9,9,10,9
20503833,4.5,9,10,9,10,10,9
20515035,5,9,9,9,9,10,9
20522971,,,,,,,
20541408,4.5,10,10,9,10,10,10
20549878,5,10,10,10,10,10,10
20555087,null,10,10,10,10,10,10
20557463,null,10,10,8,10,8,10
20557646,4.5,9,10,9,10,10,9
20570472,4.5,10,9,10,9,10,9
20572271,4.5,10,10,8,10,10,10
20586070,4.5,9,9,9,9,9,9
20588062,4.5,9,7,9,10,7,9
20615793,5,10,10,10,10,10,10
20621815,5,10,10,10,10,10,10
20624427,5,10,10,10,10,10,10
20629690,4,9,9,8,9,9,9
20632678,,,,,,,
20639280,null,,,,,,
20645320,null,,,,,,
20649144,5,10,10,10,9,10,9
20651451,5,10,10,10,10,10,10
20651877,,,,,,,
20661577,null,,,,,,
20662567,5,10,10,10,10,10,10
20673848,null,10,10,10,10,10,10
20685890,null,,,,,,
20695930,5,10,10,10,9,10,10
20703941,5,10,10,10,10,10,10
20707376,4.5,10,9,10,10,10,9
20707833,,,,,,,
20710022,5,10,10,9,10,10,10
20724736,4.5,10,10,9,9,10,9
20726546,4.5,10,10,9,9,9,9
20729981,4,8,9,8,8,9,8
20741509,4,9,9,9,10,9,9
20743194,4.5,10,10,9,10,10,9
20748520,5,10,10,10,10,10,10
20757519,null,10,10,10,10,10,10
20762151,,,,,,,
20762692,5,10,10,10,10,10,10
20772462,null,9,10,9,9,9,9
20772583,5,10,10,10,10,10,10
20773223,5,9,10,10,9,10,9
20794837,null,10,10,10,10,10,10
20796595,5,10,10,10,9,10,10
20800449,5,10,10,10,9,10,10
20803227,null,,,,,,
20812365,5,10,10,9,10,10,10
20812956,5,10,10,10,10,10,10
20814478,null,10,10,10,10,10,10
20815854,,,,,,,
20819020,5,10,10,9,9,9,9
20827821,4,10,10,9,10,10,8
20847505,5,10,10,10,10,10,10
20848135,5,10,10,9,9,10,10
20872030,4.5,10,10,10,9,10,10
20874198,null,10,10,10,10,10,10
20883973,,,,,,,
20884271,5,10,10,10,9,10,10
20888020,null,,,,,,
20889280,null,,,,,,
20896952,5,10,10,10,10,10,10
20897952,,,,,,,
20899758,5,9,10,9,10,10,10
20901715,null,10,10,10,8,10,10
